"taxon_name","accepted_wcvp_name","accepted_wcvp_name_binomial"
"Carex conoidea Schkuhr ex Willd.","Carex conoidea Willd.","Carex conoidea"
"Carex crawfordii Fernald","Carex crawfordii Fernald","Carex crawfordii"
"Carex crinita Lam.","Carex crinita Lam.","Carex crinita"
"Carex crus-corvi Shuttlw. ex Kunze","Carex crus-corvi Shuttlew. ex Kunze","Carex crus-corvi"
"Carex davisii Schwein. & Torr.","Carex davisii Schwein. & Torr.","Carex davisii"
"Carex debilis Michx.","Carex debilis Michx.","Carex debilis"
"Carex debilis Michx. var. rudgei L.H. Bailey","Carex debilis var. rudgei L.H.Bailey","Carex debilis"
"Carex debilis Michx. var. debilis","Carex debilis var. debilis","Carex debilis"
"Carex decomposita Muhl.","Carex decomposita Muhl.","Carex decomposita"
"Carex deflexa Hornem.","Carex deflexa Hornem.","Carex deflexa"
"Carex densa (L.H. Bailey) L.H. Bailey","Carex densa (L.H.Bailey) L.H.Bailey","Carex densa"
"Carex deweyana Schwein.","Carex deweyana Schwein.","Carex deweyana"
"Carex deweyana Schwein. var. deweyana","Carex deweyana var. deweyana","Carex deweyana"
"Carex diandra Schrank","Carex diandra Schrank","Carex diandra"
"Carex digitalis Willd. var. digitalis","Carex digitalis var. digitalis","Carex digitalis"
"Carex digitalis Willd. var. macropoda Fernald","Carex digitalis var. macropoda Fernald","Carex digitalis"
"Carex digitalis Willd.","Carex digitalis Willd.","Carex digitalis"
"Carex disperma Dewey","Carex disperma Dewey","Carex disperma"
"Carex duriuscula C.A. Mey.","Carex duriuscula C.A.Mey.","Carex duriuscula"
"Carex ebenea Rydb.","Carex ebenea Rydb.","Carex ebenea"
"Carex echinata Murray","Carex echinata Murray","Carex echinata"
"Carex echinata Murray ssp. echinata","Carex echinata subsp. echinata","Carex echinata"
"Carex elynoides/Kobresia myosuroides","Carex elynoides","Carex elynoides"
"Carex elynoides T. Holm","Carex elynoides Holm","Carex elynoides"
"Carex emoryi Dewey","Carex emoryi Dewey","Carex emoryi"
"Carex festucacea Schkuhr ex Willd.","Carex festucacea Willd.","Carex festucacea"
"Carex filifolia Nutt.","Carex filifolia Nutt.","Carex filifolia"
"Carex flaccosperma Dewey","Carex flaccosperma Dewey","Carex flaccosperma"
"Carex folliculata L.","Carex folliculata L.","Carex folliculata"
"Carex fracta Mack.","Carex fracta Mack.","Carex fracta"
"Carex frankii Kunth","Carex frankii Kunth","Carex frankii"
"Carex misandra R. Br.","Carex fuliginosa Schkuhr","Carex fuliginosa"
"Carex geyeri Boott","Carex geyeri Boott","Carex geyeri"
"Carex gigantea Rudge","Carex gigantea Rudge","Carex gigantea"
"Carex glacialis Mack.","Carex glacialis Mack.","Carex glacialis"
"Carex glaucescens Elliott","Carex glaucescens Elliott","Carex glaucescens"
"Carex glaucodea Tuck. ex Olney","Carex glaucodea Tuck. ex Olney","Carex glaucodea"
"Carex gracillima Schwein.","Carex gracillima Schwein.","Carex gracillima"
"Carex granularis Muhl. ex Willd.","Carex granularis Muhl. ex Willd.","Carex granularis"
"Carex gravida L.H. Bailey","Carex gravida L.H.Bailey","Carex gravida"
"Carex gravida L.H. Bailey var. gravida","Carex gravida L.H. Bailey var. gravida","Carex gravida"
"Carex grayi Carey","Carex grayi J.Carey","Carex grayi"
"Carex grisea Wahlenb.","Carex grisea Wahlenb.","Carex grisea"
"Carex gynandra Schwein.","Carex gynandra Schwein.","Carex gynandra"
"Carex hendersonii L.H. Bailey","Carex hendersonii L.H.Bailey","Carex hendersonii"
"Carex heteroneura W. Boott","Carex heteroneura S.Watson","Carex heteroneura"
"Carex hirsutella Mack.","Carex hirsutella Mack.","Carex hirsutella"
"Carex hirtifolia Mack.","Carex hirtifolia Mack.","Carex hirtifolia"
"Carex holostoma Drejer","Carex holostoma Drejer","Carex holostoma"
"Carex hoodii Boott","Carex hoodii Boott","Carex hoodii"
"Carex houghtoniana Torr. ex Dewey","Carex houghtoniana Torr. ex Dewey","Carex houghtoniana"
"Carex hystericina Muhl. ex Willd.","Carex hystericina Muhl. ex Willd.","Carex hystericina"
"Carex inops L.H. Bailey","Carex inops L.H.Bailey","Carex inops"
"Carex inops L.H. Bailey ssp. heliophila (Mack.) Crins","Carex inops subsp. heliophila (Mack.) Crins","Carex inops"
"Carex interior L.H. Bailey","Carex interior L.H.Bailey","Carex interior"
"Carex intumescens Rudge","Carex intumescens Rudge","Carex intumescens"
"Carex jamesii Schwein.","Carex jamesii Schwein.","Carex jamesii"
"Carex jonesii L.H. Bailey","Carex jonesii L.H.Bailey","Carex jonesii"
"Carex joorii L.H. Bailey","Carex joorii L.H.Bailey","Carex joorii"
"Carex kraliana Naczi & Bryson","Carex kraliana Naczi & Bryson","Carex kraliana"
"Carex lacustris Willd.","Carex lacustris Willd.","Carex lacustris"
"Carex laeviconica Dewey","Carex laeviconica Dewey","Carex laeviconica"
"Carex laevivaginata (Kük.) Mack.","Carex laevivaginata (Kük.) Mack.","Carex laevivaginata"
"Carex lapponica O.F. Lang","Carex lapponica O.Lang","Carex lapponica"
"Carex laxiflora Lam.","Carex laxiflora Lam.","Carex laxiflora"
"Carex gracilescens Steud.","Carex laxiflora var. gracillima Boott","Carex laxiflora"
"Carex leavenworthii Dewey","Carex leavenworthii Dewey","Carex leavenworthii"
"Carex lemmonii W. Boott","Carex lemmonii W.Boott","Carex lemmonii"
"Carex lenticularis Michx.","Carex lenticularis Michx.","Carex lenticularis"
"Carex ovalis Goodenough","Carex leporina L.","Carex leporina"
"Carex leptalea Wahlenb. ssp. leptalea","Carex leptalea subsp. leptalea","Carex leptalea"
"Carex leptalea Wahlenb.","Carex leptalea Wahlenb.","Carex leptalea"
"Carex leptonervia (Fernald) Fernald","Carex leptonervia (Fernald) Fernald","Carex leptonervia"
"Carex limosa L.","Carex limosa L.","Carex limosa"
"Carex livida (Wahlenb.) Willd.","Carex livida (Wahlenb.) Willd.","Carex livida"
"Carex loliacea L.","Carex loliacea L.","Carex loliacea"
"Carex longii Mack.","Carex longii Mack.","Carex longii"
"Carex louisianica L.H. Bailey","Carex louisianica L.H.Bailey","Carex louisianica"
"Carex lucorum Willd. ex Link","Carex lucorum Willd.","Carex lucorum"
"Carex lupulina Muhl. ex Willd.","Carex lupulina Muhl. ex Willd.","Carex lupulina"
"Carex lurida Wahlenb.","Carex lurida Wahlenb.","Carex lurida"
"Carex luzulina Olney","Carex luzulina Olney","Carex luzulina"
"Carex macrochaeta C.A. Mey.","Carex macrochaeta C.A.Mey.","Carex macrochaeta"
"Carex magellanica Lam.","Carex magellanica Lam.","Carex magellanica"
"Carex magellanica Lam. ssp. irrigua (Wahlenb.) Hultén","Carex magellanica subsp. irrigua (Wahlenb.) Hiitonen","Carex magellanica"
"Carex meadii Dewey","Carex meadii Dewey","Carex meadii"
"Carex norvegica Retz. ssp. inferalpina (Wahlenb.) Hultén","Carex media R.Br.","Carex media"
"Carex membranacea Hook.","Carex membranacea Hook.","Carex membranacea"
"Carex mertensii Prescott ex Bong.","Carex mertensii J.D.Prescott ex Bong.","Carex mertensii"
"Carex mesochorea Mack.","Carex mesochorea Mack.","Carex mesochorea"
"Carex michauxiana Boeckeler","Carex michauxiana Boeckeler","Carex michauxiana"
"Carex microchaeta T. Holm","Carex microchaeta Holm","Carex microchaeta"
"Carex microchaeta T. Holm ssp. microchaeta","Carex microchaeta subsp. microchaeta","Carex microchaeta"
"Carex microdonta Torr. & Hook.","Carex microdonta Torr.","Carex microdonta"
"Carex microrhyncha Mack.","Carex microrhyncha Mack.","Carex microrhyncha"
"Carex molesta Mack. ex Bright","Carex molesta Mack.","Carex molesta"
"Carex molestiformis Reznicek & P. Rothr.","Carex molestiformis Reznicek & Rothrock","Carex molestiformis"
"Carex muehlenbergii Schkuhr ex Willd.","Carex muehlenbergii Schkuhr ex Willd.","Carex muehlenbergii"
"Carex multicaulis L.H. Bailey","Carex multicaulis L.H.Bailey","Carex multicaulis"
"Kobresia myosuroides (Vill.) Fiori","Carex myosuroides Vill.","Carex myosuroides"
"Carex gynocrates Wormsk. ex Drejer","Carex nardina (Hornem.) Fr.","Carex nardina"
"Carex nebrascensis Dewey","Carex nebrascensis Dewey","Carex nebrascensis"
"Carex normalis Mack.","Carex normalis Mack.","Carex normalis"
"Carex nova L.H. Bailey","Carex nova L.H.Bailey","Carex nova"
"Carex oligocarpa Schkuhr ex Willd.","Carex oligocarpa Willd.","Carex oligocarpa"
"Carex oligosperma Michx.","Carex oligosperma Michx.","Carex oligosperma"
"Carex ormostachya Wiegand","Carex ormostachya Wiegand","Carex ormostachya"
"Carex ouachitana Kral, Manhart & Bryson","Carex ouachitana Kral, Manhart & Bryson","Carex ouachitana"
"Carex pachystachya Cham. ex Steud.","Carex pachystachya Cham. ex Steud.","Carex pachystachya"
"Carex pallescens L.","Carex pallescens L.","Carex pallescens"
"Carex pauciflora Lightf.","Carex pauciflora Lightf.","Carex pauciflora"
"Carex peckii Howe","Carex peckii Howe","Carex peckii"
"Carex pedunculata Muhl. ex Willd.","Carex pedunculata Muhl. ex Willd.","Carex pedunculata"
"Carex pellita Muhl. ex Willd.","Carex pellita Muhl. ex Willd.","Carex pellita"
"Carex pelocarpa F.J. Herm.","Carex pelocarpa F.J.Herm.","Carex pelocarpa"
"Carex pensylvanica Lam.","Carex pensylvanica Lam.","Carex pensylvanica"
"Carex petasata Dewey","Carex petasata Dewey","Carex petasata"
"Carex phaeocephala Piper","Carex phaeocephala Piper","Carex phaeocephala"
"Carex planostachys Kunze","Carex planostachys Kunze","Carex planostachys"
"Carex platyphylla Carey","Carex platyphylla J.Carey","Carex platyphylla"
"Carex praegracilis W. Boott","Carex praegracilis W.Boott","Carex praegracilis"
"Carex prairea Dewey ex Alph. Wood","Carex prairea Dewey ex Alph.Wood","Carex prairea"
"Carex praticola Rydb.","Carex praticola Rydb.","Carex praticola"
"Carex projecta Mack.","Carex projecta Mack.","Carex projecta"
"Carex pseudocyperus L.","Carex pseudocyperus L.","Carex pseudocyperus"
"Carex radiata (Wahlenb.) Small","Carex radiata (Wahlenb.) Small","Carex radiata"
"Carex ramenskii Kom.","Carex ramenskii Kom.","Carex ramenskii"
"Carex rariflora (Wahlenb.) Sm.","Carex rariflora (Wahlenb.) Sm.","Carex rariflora"
"Carex retroflexa Muhl. ex Willd.","Carex retroflexa Muhl. ex Willd.","Carex retroflexa"
"Carex retrorsa Schwein.","Carex retrorsa Schwein.","Carex retrorsa"
"Carex roanensis F.J. Herm.","Carex roanensis F.J.Herm.","Carex roanensis"
"Carex rosea Schkuhr ex Willd.","Carex rosea Willd.","Carex rosea"
"Carex rossii Boott","Carex rossii Boott","Carex rossii"
"Carex rotundata Wahlenb.","Carex rotundata Wahlenb.","Carex rotundata"
"Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Carex rupestris subsp. rupestris","Carex rupestris"
"Carex rupestris All.","Carex rupestris All.","Carex rupestris"
"Carex saxatilis L.","Carex saxatilis L.","Carex saxatilis"
"Carex scirpoidea Michx.","Carex scirpoidea Michx.","Carex scirpoidea"
"Carex scirpoidea Michx. ssp. scirpoidea","Carex scirpoidea Michx. ssp. scirpoidea","Carex scirpoidea"
"Carex scoparia Schkuhr ex Willd.","Carex scoparia Schkuhr ex Willd.","Carex scoparia"
"Carex scoparia Schkuhr ex Willd. var. scoparia","Carex scoparia Schkuhr ex Willd. var. scoparia","Carex scoparia"
"Carex scopulorum T. Holm","Carex scopulorum Holm","Carex scopulorum"
"Carex siccata Dewey","Carex siccata Dewey","Carex siccata"
"Kobresia simpliciuscula (Wahlenb.) Mack.","Carex simpliciuscula Wahlenb.","Carex simpliciuscula"
"Carex sp.","Carex sp.","Carex sp."
"Carex spp.","Carex spp.","Carex sp."
"Carex sparganioides Muhl. ex Willd.","Carex sparganioides Muhl. ex Willd.","Carex sparganioides"
"Carex squarrosa L.","Carex squarrosa L.","Carex squarrosa"
"Carex stipata Muhl. ex Willd.","Carex stipata Muhl. ex Willd.","Carex stipata"
"Carex straminea Willd. ex Schkuhr","Carex straminea Willd. ex Schkuhr","Carex straminea"
"Carex stricta Lam.","Carex stricta Lam.","Carex stricta"
"Carex stylosa C.A. Mey.","Carex stylosa C.A.Mey.","Carex stylosa"
"Carex subfusca W. Boott","Carex subfusca W.Boott","Carex subfusca"
"Carex supina Willd. ex Wahlenb.","Carex supina Willd. ex Wahlenb.","Carex supina"
"Carex swanii (Fernald) Mack.","Carex swanii (Fernald) Mack.","Carex swanii"
"Carex tenera Dewey","Carex tenera Dewey","Carex tenera"
"Carex tenuiflora Wahlenb.","Carex tenuiflora Wahlenb.","Carex tenuiflora"
"Carex thunbergii Steud.","Carex thunbergii Steud.","Carex thunbergii"
"Carex tonsa (Fernald) E.P. Bicknell","Carex tonsa (Fernald) E.P.Bicknell","Carex tonsa"
"Carex tribuloides Wahlenb. var. tribuloides","Carex tribuloides var. tribuloides","Carex tribuloides"
"Carex tribuloides Wahlenb.","Carex tribuloides Wahlenb.","Carex tribuloides"
"Carex trisperma Dewey","Carex trisperma Dewey","Carex trisperma"
"Carex tuckermanii Dewey","Carex tuckermanii Boott","Carex tuckermanii"
"Carex typhina Michx.","Carex typhina Michx.","Carex typhina"
"Carex umbellata Schkuhr ex Willd.","Carex umbellata Willd.","Carex umbellata"
"Uncinia uncinata (L. f.) Kük.","Carex uncinata L.f.","Carex uncinata"
"Carex ursina Dewey","Carex ursina Dewey","Carex ursina"
"Carex utriculata Boott","Carex utriculata Boott","Carex utriculata"
"Carex vaginata Tausch","Carex vaginata Tausch","Carex vaginata"
"Carex vallicola Dewey","Carex vallicola Dewey","Carex vallicola"
"Carex vestita Willd.","Carex vestita Willd.","Carex vestita"
"Carex virescens Muhl. ex Willd.","Carex virescens Muhl. ex Willd.","Carex virescens"
"Carex vulpinoidea Michx.","Carex vulpinoidea Michx.","Carex vulpinoidea"
"Carex wahuensis C.A. Mey.","Carex wahuensis C.A.Mey.","Carex wahuensis"
"Carex wiegandii Mack.","Carex wiegandii Mack.","Carex wiegandii"
"Carex willdenowii Schkuhr ex Willd.","Carex willdenowii Willd.","Carex willdenowii"
"Carex williamsii Britton","Carex williamsii Britton","Carex williamsii"
"Carex woodii Dewey","Carex woodii Dewey","Carex woodii"
"Carex xerantica L.H. Bailey","Carex xerantica L.H.Bailey","Carex xerantica"
"Carlowrightia arizonica A. Gray","Carlowrightia arizonica A.Gray","Carlowrightia arizonica"
"Carnegiea gigantea (Engelm.) Britton & Rose","Carnegiea gigantea (Engelm.) Britton & Rose","Carnegiea gigantea"
"Carphephorus carnosus (Small) C.W. James","Carphephorus carnosus (Small) C.W.James","Carphephorus carnosus"
"Carphephorus corymbosus (Nutt.) Torr. & A. Gray","Carphephorus corymbosus (Nutt.) Torr. & A.Gray","Carphephorus corymbosus"
"Carphephorus sp.","Carphephorus sp.","Carphephorus sp."
"Carphephorus spp.","Carphephorus spp.","Carphephorus sp."
"Carpinus caroliniana Walter ssp. virginiana (Marshall) Furlow","Carpinus caroliniana subsp. virginiana (Marshall) Furlow","Carpinus caroliniana"
"Carpinus caroliniana Walter","Carpinus caroliniana Walter","Carpinus caroliniana"
"Carpinus sp.","Carpinus sp.","Carpinus sp."
"Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray","Cartrema americana (L.) G.L.Nesom","Cartrema americana"
"Carum carvi L.","Carum carvi L.","Carum carvi"
"Carya aquatica (Michx. f.) Nutt.","Carya aquatica (F.Michx.) Nutt. ex Elliott","Carya aquatica"
"Carya cordiformis (Wangenh.) K. Koch","Carya cordiformis (Wangenh.) K.Koch","Carya cordiformis"
"Carya glabra (Mill.) Sweet","Carya glabra (Mill.) Sweet","Carya glabra"
"Carya ovalis (Wangenh.) Sarg.","Carya glabra var. odorata (Marshall) Little","Carya glabra"
"Carya illinoinensis (Wangenh.) K. Koch","Carya illinoinensis (Wangenh.) K.Koch","Carya illinoinensis"
"Carya laciniosa (Michx. f.) G. Don","Carya laciniosa (F.Michx.) G.Don","Carya laciniosa"
"Carya myristiciformis (Michx. f.) Nutt.","Carya myristiciformis (F.Michx.) Nutt. ex Elliott","Carya myristiciformis"
"Carya ovata (Mill.) K. Koch","Carya ovata (Mill.) K.Koch","Carya ovata"
"Carya pallida (Ashe) Engl. & Graebn.","Carya pallida (Ashe) Engelm. & Graebn.","Carya pallida"
"Carya sp.","Carya sp.","Carya sp."
"Carya spp.","Carya spp.","Carya sp."
"Carya texana Buckley","Carya texana Buckley","Carya texana"
"Carya tomentosa (Lam.) Nutt.","Carya tomentosa (Lam.) Nutt.","Carya tomentosa"
"Casearia aculeata Jacq.","Casearia aculeata Jacq.","Casearia aculeata"
"Samyda dodecandra Jacq.","Casearia dodecandra (Jacq.) T.Samar. & M.H.Alford","Casearia dodecandra"
"Casearia spp.","Casearia spp.","Casearia sp."
"Casearia sp.","Casearia sp.","Casearia sp."
"Casearia sylvestris Sw.","Casearia sylvestris Sw.","Casearia sylvestris"
"Cassiope tetragona (L.) D. Don","Cassiope tetragona (L.) D.Don","Cassiope tetragona"
"Cassiope tetragona (L.) D. Don var. tetragona","Cassiope tetragona (L.) D. Don var. tetragona","Cassiope tetragona"
"Castanea dentata (Marshall) Borkh.","Castanea dentata (Marshall) Borkh.","Castanea dentata"
"Castanea pumila (L.) Mill.","Castanea pumila (L.) Mill.","Castanea pumila"
"Castilleja angustifolia (Nutt.) G. Don","Castilleja angustifolia (Nutt.) G.Don","Castilleja angustifolia"
"Castilleja applegatei Fernald","Castilleja applegatei Fernald","Castilleja applegatei"
"Castilleja attenuata (A. Gray) T.I. Chuang & Heckard","Castilleja attenuata (A.Gray) T.I.Chuang & Heckard","Castilleja attenuata"
"Castilleja purpurea (Nutt.) G. Don var. citrina (Pennell) Shinners","Castilleja citrina Pennell","Castilleja citrina"
"Castilleja exserta (A. Heller) T.I. Chuang & Heckard","Castilleja exserta (A.Heller) T.I.Chuang & Heckard","Castilleja exserta"
"Castilleja exserta (A. Heller) T.I. Chuang & Heckard ssp. exserta","Castilleja exserta (A. Heller) T.I. Chuang & Heckard ssp. exserta","Castilleja exserta"
"Castilleja indivisa Engelm.","Castilleja indivisa Engelm.","Castilleja indivisa"
"Castilleja lacera (Benth.) T.I. Chuang & Heckard","Castilleja lacera (Benth.) T.I.Chuang & Heckard","Castilleja lacera"
"Castilleja linariifolia Benth.","Castilleja linariifolia Benth.","Castilleja linariifolia"
"Castilleja lineariiloba (Benth.) T.I. Chuang & Heckard","Castilleja lineariloba (Benth.) T.I.Chuang & Heckard","Castilleja lineariloba"
"Castilleja miniata Douglas ex Hook.","Castilleja miniata Douglas ex Benth.","Castilleja miniata"
"Castilleja minor (A. Gray) A. Gray ssp. minor","Castilleja minor (A. Gray) A. Gray ssp. minor","Castilleja minor"
"Castilleja occidentalis Torr.","Castilleja occidentalis Torr.","Castilleja occidentalis"
"Castilleja pallescens (A. Gray) Greenm.","Castilleja pallescens (A.Gray) Greenm.","Castilleja pallescens"
"Castilleja caudata (Pennell) Rebr.","Castilleja pallida var. caudata (Pennell) B.Boivin","Castilleja pallida"
"Castilleja pilosa (S. Watson) Rydb. var. longispica (A. Nelson) N.H. Holmgren","Castilleja pilosa var. longispica (A.Nelson) N.H.Holmgren","Castilleja pilosa"
"Castilleja puberula Rydb.","Castilleja puberula Rydb.","Castilleja puberula"
"Castilleja purpurea (Nutt.) G. Don","Castilleja purpurea (Nutt.) G.Don","Castilleja purpurea"
"Castilleja rhexiifolia Rydb.","Castilleja rhexiifolia Rydb.","Castilleja rhexiifolia"
"Castilleja sulphurea Rydb.","Castilleja septentrionalis Lindl.","Castilleja septentrionalis"
"Castilleja sp.","Castilleja sp.","Castilleja sp."
"Castilleja spp.","Castilleja spp.","Castilleja sp."
"Catananche caerulea L.","Catananche caerulea L.","Catananche caerulea"
"Catapodium sp.","Catapodium sp.","Catapodium sp."
"Catesbaea parviflora Sw.","Catesbaea parviflora Sw.","Catesbaea parviflora"
"Catharanthus roseus (L.) G. Don","Catharanthus roseus (L.) G.Don","Catharanthus roseus"
"Caulanthus sp.","Caulanthus sp.","Caulanthus sp."
"Caulophyllum giganteum (Farw.) Loconte & Blackwell","Caulophyllum giganteum (Farw.) H.Loconte & W.H.Blackw.","Caulophyllum giganteum"
"Caulophyllum thalictroides (L.) Michx.","Caulophyllum thalictroides (L.) Michx.","Caulophyllum thalictroides"
"Cayaponia americana (Lam.) Cogn.","Cayaponia americana (Lam.) Cogn.","Cayaponia americana"
"Cayaponia quinqueloba (Raf.) Shinners","Cayaponia quinqueloba (Raf.) Shinners","Cayaponia quinqueloba"
"Ceanothus americanus L.","Ceanothus americanus L.","Ceanothus americanus"
"Ceanothus cordulatus Kellogg","Ceanothus cordulatus Kellogg","Ceanothus cordulatus"
